Track,Album Name,Artist,All Time Rank,Track Score,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity
I Get The Bag (feat. Migos),I Get The Bag (feat. Migos),Gucci Mane,"4,022",21.3,98431.0,18605080.0,64.0
Terre Pyaar Mein,Terre Pyaar Mein,Himesh Reshammiya,"3,997",21.3,955.0,135906.0,40.0
Colors,Colors,Black Pumas,"4,014",21.3,91317.0,9796420.0,67.0
What's My Name?,Loud (Japan Version),Rihanna,"4,011",21.3,88906.0,32859163.0,69.0
Nikle Currant,Nikle Currant,Jassie Gill,"4,047",21.2,5868.0,1823835.0,52.0
Stir Fry,Stir Fry,Migos,"4,033",21.2,107585.0,23414054.0,68.0
DOLLAZ ON MY HEAD (feat. Young Thug),WUNNA,Gunna,"4,035",21.2,113725.0,17440703.0,64.0
Pollito Amarillito,"Gallina Pintadita, Vol. 1",Gallina Pintadita,"4,045",21.2,3570.0,744604.0,58.0
7 Summers,7 Summers,Morgan Wallen,"4,038",21.2,47966.0,7954524.0,73.0
Wrong,Wrong,Luh Kel,"4,052",21.2,39887.0,4756079.0,60.0
You're Somebody Else,Nothing Lasts Forever (And It's Fine),flora cash,"4,025",21.2,108732.0,25587455.0,62.0
Extssy Model,Mi Vida En Un Cigarro 2,Junior H,"4,046",21.2,21333.0,6926082.0,74.0
Formula,Euphoria (Original Score from the HBO Series),Labrinth,"4,034",21.2,114619.0,24572791.0,79.0
Nada,Error 93,Cazzu,"4,053",21.2,29832.0,6210430.0,65.0
Ashes,Ashes,Stellar,"4,027",21.2,73783.0,7257676.0,67.0
"WHATS POPPIN (feat. DaBaby, Tory Lanez &amp; Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",Jack Harlow,"4,051",21.2,117293.0,24138527.0,62.0
Heyy,Heyy,Lil Baby,"4,039",21.2,34503.0,4137767.0,51.0
Que Va,Que Va,Alex Sensation,"4,029",21.2,38061.0,11538458.0,59.0
Rampampam,Rampampam,Minelli,"4,041",21.2,30942.0,3676550.0,57.0
WA DA DA,FIRST IMPACT,Kep1er,"4,043",21.2,16436.0,4057129.0,54.0
Seven Nation Army,Elephant,The White Stripes,"4,030",21.2,206953.0,64036444.0,81.0
AHHH HA,AHHH HA,Lil Durk,"4,024",21.2,51535.0,9471098.0,54.0
Do It Like That,Do It Like That,TOMORROW X TOGETHER,"4,031",21.2,11419.0,7392399.0,59.0
Enjoy Enjaami,Enjoy Enjaami,Dhee,"4,054",21.2,7286.0,1484104.0,50.0
Bezos I,Inside (The Songs),Bo Burnham,"4,050",21.2,53441.0,4357998.0,60.0
Where Have You Been,Talk That Talk (Explicit),Rihanna,"4,028",21.2,120535.0,37264448.0,69.0
Pelle Coat,Pelle Coat,Lil Durk,"4,055",21.2,17854.0,1809445.0,50.0
22,22,JayO,"4,079",21.1,30898.0,12034538.0,62.0
No Love,Still Over It,Summer Walker,"4,063",21.1,45783.0,18436392.0,69.0
Piensan,Piensan,Myke Towers,"4,059",21.1,61560.0,9322479.0,70.0
Feels Like Summer,Summer Pack,Childish Gambino,"4,071",21.1,104490.0,13875886.0,65.0
Fly Away,Fly Away,Tones And I,"4,076",21.1,58857.0,14747928.0,64.0
Don't,Don't,Bryson Tiller,"4,058",21.1,1277.0,342709.0,37.0
Little Do You Know,Little Do You Know,Alex & Sierra,"4,077",21.1,76941.0,29043662.0,65.0
Travesuras,Travesuras,Nicky Jam,"4,078",21.1,35237.0,11639231.0,61.0
Mayor Que Usted,Mayor Que Usted - Single,NATTI NATASHA,"4,068",21.1,17334.0,6356554.0,54.0
FARDOS,FARDOS,JC Reyes,"4,072",21.1,5947.0,11632200.0,71.0
Martini,Martini,Dei V,"4,073",21.1,2466.0,16540673.0,72.0
Favorite Song - Sped Up,Favorite Song (Versions) - Single,Toosii,"4,066",21.1,2423.0,1259173.0,41.0
LOT OF ME,We Love You Tecca 2,Lil Tecca,"4,069",21.1,75726.0,14866086.0,73.0
Yaar Ka Sataya Hua Hai (feat. Nawazuddin Siddiqui),Yaar Ka Sataya Hua Hai,B Praak,"4,060",21.1,1868.0,1204901.0,54.0
King's Dead (with Kendrick Lamar & Future),King''s Dead (with Kendrick Lamar & Future),Jay Rock,"4,081",21.1,106817.0,22130665.0,65.0
Aashiq Awaara (feat. Sunidhi Chauhan),ONE (Original Never Ends),Badshah,"4,056",21.1,400.0,134449.0,27.0
Gangstas,Shoot For The Stars Aim For The Moon,Pop Smoke,"4,065",21.1,106769.0,6840214.0,62.0
Too Good,Views,Drake,"4,074",21.1,126251.0,30938220.0,68.0
One Up,One Up,Central Cee,"4,101",21.0,51124.0,9618606.0,62.0
idfc,Idfc,blackbear,"4,117",21.0,107737.0,27795750.0,65.0
"Are You Going to See the Rose in the Vase, or the Dust on the Table","Are You Going to See the Rose in the Vase, or the Dust on the Table",$uicideboy$,"4,116",21.0,4298.0,15228224.0,78.0
Only Girl (In The World),Loud (Japan Version),Rihanna,"4,090",21.0,192284.0,82258717.0,78.0
OTW,OTW,Khalid,"4,087",21.0,89059.0,15406560.0,63.0
Who Needs Love,Who Needs Love,Trippie Redd,"4,107",21.0,60128.0,8306828.0,4.0
We Laugh And Clap At The Circus,Crash Recoil,Surgeon,"4,115",21.0,138.0,30013.0,11.0
Hit Different,Hit Different,SZA,"4,097",21.0,50550.0,13267378.0,63.0
Rubicon Drill,Forever - EP,Laddi Chahal,"4,082",21.0,10841.0,5578293.0,65.0
Un Cigarrillo,Un Cigarrillo,Chencho Corleone,"4,109",21.0,14752.0,9813030.0,66.0
Birthday Sex,Jeremih (Edited Version),Jeremih,"4,099",21.0,93752.0,22844956.0,65.0
Te Ire A Buscar,Te Ire a Buscar,Santa Fe Klan,"4,106",21.0,27465.0,4259174.0,66.0
DORA,DORA - Single,FARIANA,"4,100",21.0,1389.0,3210604.0,64.0
Spicy Margarita,Spicy Margarita,Jason Derulo,"4,118",21.0,4937.0,3578804.0,4.0
Tequila,Tequila,Dan + Shay,"4,092",21.0,52580.0,11498486.0,65.0
Energy,Energy,Digga D,"4,113",21.0,31275.0,2195709.0,52.0
Rockstar (2020 Remaster),All The Right Reasons (15th Anniversary Expanded Edition),Nickelback,"4,084",21.0,4310.0,1312897.0,66.0
Polaroid Love,DIMENSION : ANSWER,ENHYPEN,"4,102",21.0,30103.0,7031163.0,68.0
What A Man Gotta Do,What A Man Gotta Do,Jonas Brothers,"4,104",21.0,47908.0,25022588.0,64.0
Gyal You a Party Animal - Sped Up,Gyal You a Party Animal (Sped Up) - Single,Charly Black,"4,089",21.0,9007.0,1425539.0,51.0
Do It Again,Do It Again,Pia Mia,"4,094",21.0,64298.0,14431993.0,66.0
Lemon,Lemon,Kenshi Yonezu,"4,108",21.0,27767.0,4609513.0,63.0
Me and My Brother,Me and My Brother,5ive,"4,131",20.9,36302.0,1840798.0,59.0
How To Love,Tha Carter IV (Deluxe),Lil Wayne,"4,130",20.9,54906.0,12043337.0,61.0
SNEAKERS,CHECKMATE,ITZY,"4,128",20.9,10516.0,3921848.0,56.0
FLECHAZO EN EL CENTRO,TU DUO FAVORITO,YSY A,"4,142",20.9,13718.0,8793008.0,72.0
LET THE WORLD BURN,LET THE WORLD BURN,Chris Grey,"4,136",20.9,3522.0,9365423.0,74.0
Solar Eclipse,Solar Eclipse,YoungBoy Never Broke Again,"4,134",20.9,22065.0,2853491.0,55.0
Before You Go - Guitar Acoustic,Before You Go EP,Lewis Capaldi,"4,120",20.9,4281.0,4580882.0,55.0
ASAP,NewJeans 2nd EP 'Get Up',NewJeans,"4,133",20.9,14089.0,1750375.0,67.0
No Switch,Colors (Deluxe),YoungBoy Never Broke Again,"4,119",20.9,27244.0,2184520.0,60.0
Heatin Up (feat. Gunna),My Turn,Lil Baby,"4,122",20.9,71523.0,11208233.0,61.0
Sleazy Flow (with Lil Baby) - Remix,Sleazy Flow (Remix),SleazyWorld Go,"4,129",20.9,48520.0,14617698.0,58.0
Run BTS,Proof,BTS,"4,132",20.9,23010.0,21676194.0,71.0
Never Sleep (feat. Lil Baby),Never Sleep,NAV,"4,123",20.9,56267.0,17813781.0,56.0
Sugardaddy,Sugardaddy - Single,Roxy Dekker,"4,141",20.9,4771.0,7366163.0,73.0
In Your Eyes (feat. Alida),In Your Eyes (feat. Alida),Robin Schulz,"4,126",20.9,59904.0,11559966.0,56.0
ROLLIN N CONTROLLIN FREESTYLE,Woo Shit,DUSTY LOCANE,"4,137",20.9,70131.0,7126412.0,53.0
GO (feat. Juice WRLD),GO (feat. Juice WRLD),The Kid LAROI,"4,146",20.8,108963.0,14479778.0,63.0
Backyard Boy,BeVerly Hills BoYfRiEnd,Claire Rosinkranz,"4,168",20.8,63488.0,12356624.0,60.0
Back It up and Dump It (Dump Truck),Back It Up and Dump It (Dump Truck),GC Eternal,"4,169",20.8,3056.0,2201159.0,55.0
"Salamin, Salamin",Talaarawan - EP,BINI,"4,156",20.8,1070.0,13784216.0,78.0
Skyfall - Full Length,Skyfall,Adele,"4,159",20.8,116469.0,65565928.0,78.0
Beautiful Girls,Groove So Much !,Sean Kingston,"4,155",20.8,189706.0,77373837.0,72.0
Saawariya,Saawariya,Aastha Gill,"4,153",20.8,1873.0,836098.0,45.0
Mon amour,Mon amour,Slimane,"4,157",20.8,4597.0,8850447.0,63.0
Fly high to cloud nine,Fly high to cloud nine,Terry Flow,"4,165",20.8,6.0,15634.0,13.0
Rainfall,Rainfall,Tom Santa,"4,167",20.8,76735.0,44649643.0,70.0
Por el Resto de Tu Vida,Por el Resto de Tu Vida,Christian Nodal,"4,150",20.8,13323.0,14658527.0,70.0
Earth,Earth,Lil Dicky,"4,152",20.8,32331.0,3138494.0,54.0
23 Preguntas,23 Preguntas - Single,Anuel AA,"4,158",20.8,31969.0,7964623.0,66.0
Mi Gata,Mi Gata - Single,Standly,"4,154",20.8,34061.0,3059194.0,57.0
Chillax,Visionary,Farruko,"4,148",20.8,40643.0,11704627.0,63.0
ROZE | DJ TAO Turreo Sessions #22,ROZE | DJ TAO Turreo Sessions #22,DJ Tao,"4,161",20.8,8734.0,11153394.0,68.0
Bilmem Mi?,Bilmem Mi?,Sefo,"4,144",20.8,28310.0,3244623.0,41.0
Tattoo - Remix with Camilo,Tattoo (Remix),Rauw Alejandro,"4,160",20.8,59902.0,22906497.0,66.0
Ready For Love,BORN PINK,BLACKPINK,"4,163",20.8,9312.0,6682567.0,55.0
Tombstone,Tombstone,Rod Wave,"4,164",20.8,30692.0,2764081.0,62.0
From the Start,From the Start,Good Kid,"4,143",20.8,11926.0,3221528.0,71.0
Pyramide,Pyramide,Werenoi,"4,166",20.8,4948.0,4742178.0,66.0
Sobran Motivos,Sobran Motivos - Single,Conjunto Rienda Real,"4,171",20.7,11288.0,6908229.0,67.0
Million Reasons,Million Reasons,Lady Gaga,"4,175",20.7,71034.0,28288082.0,69.0
Can't Have Mine,Can't Have Mine - Single,Dylan Scott,"4,170",20.7,14642.0,4147528.0,60.0
What Else Can I Do?,Encanto (Original Motion Picture Soundtrack),Diane Guerrero,"4,186",20.7,18815.0,9312393.0,62.0
Yankee 150,Yankee 150 - Single,Yandel,"4,189",20.7,19994.0,19160060.0,63.0
Yacht Club (feat. Juice WRLD),Nuthin' 2 Prove,Lil Yachty,"4,176",20.7,71250.0,11753515.0,62.0
The One That Got Away,Teenage Dream,Katy Perry,"4,172",20.7,110426.0,34757269.0,67.0
La Romana,X 100PRE,Bad Bunny,"4,191",20.7,71655.0,16804911.0,68.0
Soltera - Remix,Soltera (Remix),Lunay,"4,180",20.7,96971.0,42696430.0,67.0
Fine Day Anthem,Fine Day Anthem,Skrillex,"4,190",20.7,29417.0,28537805.0,65.0
Aking Pahinga - Sped Up Version,Aking Pahinga (feat. I-ghie) [Sped Up Version] - Single,Dro Perez,"4,184",20.7,357.0,205254.0,39.0
Big Jet Plane,Big Jet Plane,Restricted,"4,185",20.7,40264.0,10835008.0,64.0
The American Dream Is Killing Me,The American Dream Is Killing Me,Green Day,"4,181",20.7,4793.0,2283611.0,1.0
Fuga Pa Cali 2,La Clase,Grupo Los de la O,"4,182",20.7,28733.0,10567336.0,66.0
Pano,Pano,Zack Tabudlo,"4,173",20.7,28281.0,15565070.0,64.0
When I Was Your Man,Unorthodox Jukebox,Bruno Mars,"4,187",20.7,231184.0,111114931.0,81.0
Cruise,Here's To The Good Times,Florida Georgia Line,"4,210",20.6,62047.0,17493880.0,67.0
Blood Sweat & Tears,You Never Walk Alone,BTS,"4,201",20.6,4227.0,1081064.0,43.0
All We Got (feat. KIDDO),All We Got (feat. KIDDO),Robin Schulz,"4,215",20.6,56613.0,6099494.0,53.0
Sinceramente,E POI SIAMO FINITI NEL VORTICE,Annalisa,"4,204",20.6,3843.0,8133274.0,62.0
DOLA,DOLA - Single,ANGGA DERMAWAN,"4,212",20.6,182.0,3077523.0,62.0
Lie,Perception,NF,"4,195",20.6,89956.0,24969551.0,69.0
Down In Atlanta,Down In Atlanta - Single,Pharrell Williams,"4,214",20.6,45053.0,6604373.0,58.0
Experimento,Experimento - Single,Myke Towers,"4,216",20.6,58288.0,9225902.0,63.0
Only,Only,Nicki Minaj,"4,217",20.6,78471.0,21317084.0,60.0
Ginseng Strip 2002,Lavender - Single,Yung Lean,"4,202",20.6,105690.0,11367953.0,64.0
My House,My House,Flo Rida,"4,205",20.6,164242.0,38327757.0,71.0
Sun to Me,American Heartbreak,Zach Bryan,"4,209",20.6,37085.0,4580996.0,78.0
Hours In Silence,Her Loss,Drake,"4,218",20.6,45526.0,10274263.0,65.0
Title,Title,Meghan Trainor,"4,193",20.6,28368.0,7213050.0,59.0
ID,ID - Single,Young Miko,"4,197",20.6,21235.0,10088905.0,61.0
Baller,Baller,Shubh,"4,211",20.6,21887.0,4773032.0,66.0
Remember That Night?,Remember That Night?,Sara Kays,"4,200",20.6,62841.0,29185291.0,68.0
Hummingbird (Metro Boomin & James Blake),METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,"4,208",20.6,26884.0,4613355.0,63.0
Tigini (Remix),Tigini (Remix) - Single,Kikimoteleba,"4,199",20.6,29131.0,4436551.0,58.0
Sobredosis (feat. Ozuna),Golden,Romeo Santos,"4,220",20.6,46083.0,14763723.0,69.0
Bound 2,Yeezus,Kanye West,"4,239",20.5,227652.0,30088786.0,76.0
COULD BE WRONG,COULD BE WRONG,LOSTBOYJAY,"4,223",20.5,39890.0,4540523.0,67.0
Night Away (Dance) (feat. Tion Wayne),Night Away (Dance) (feat. Tion Wayne),A1 x J1,"4,253",20.5,68961.0,4738866.0,57.0
Empire State Of Mind,The Blueprint 3,JAY-Z,"4,231",20.5,253182.0,78527028.0,77.0
All Eyes On You (feat. Chris Brown & Nicki Minaj),All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,"4,237",20.5,53156.0,11632300.0,62.0
Starboy - Live,After Hours (Live At SoFi Stadium),The Weeknd,"4,250",20.5,602.0,1043775.0,43.0
Bubalu,Bubalu,Becky G,"4,236",20.5,47157.0,12359129.0,64.0
ESCAPE PLAN,ESCAPE PLAN / MAFIA - Single,Travis Scott,"4,247",20.5,76844.0,14032430.0,63.0
TiK ToK,TiK ToK,Kesha,"4,226",20.5,198352.0,129620346.0,80.0
"The Banjo Beat, Pt. 1","The Banjo Beat, Pt. 1",Ricky Desktop,"4,228",20.5,12150.0,1243018.0,46.0
Feel This Moment,Greatest Hits,Pitbull,"4,243",20.5,158127.0,52673092.0,74.0
Ocean Drive,Ocean Drive,Duke Dumont,"4,246",20.5,152117.0,23361260.0,68.0
Love Story,Love Story,Disco Lines,"4,224",20.5,7400.0,851076.0,40.0
Feel Special,Feel Special,TWICE,"4,251",20.5,27358.0,7905495.0,64.0
Me Porto Bonito - Remix,Me Porto Bonito (Remix),ELITE Djs,"4,357",20.5,10.0,359.0,7.0
Goin Baby,Baby On Baby,DaBaby,"4,248",20.5,51066.0,7548486.0,53.0
Famous Friends,Famous Friends,Chris Young,"4,235",20.5,25580.0,8683788.0,60.0
To the Bone,Flying Solo,Pamungkas,"4,221",20.5,39861.0,12416351.0,72.0
Turn Me On (feat. Vula),Turn Me On (feat. Vula),Riton,"4,230",20.5,102234.0,31645383.0,64.0
Come Through (feat. Chris Brown),Come Through (feat. Chris Brown),H.E.R.,"4,238",20.5,40246.0,8921857.0,56.0
Pretty Girls,Pretty Girls,Frenna,"4,252",20.5,6696.0,5408775.0,69.0
In This Darkness,In This Darkness - Single,Clara La San,"4,241",20.5,27997.0,4821947.0,5.0
Mama (with Skilla Baby & Tay B),Mama (with Skilla Baby & Tay B),Rob49,"4,240",20.5,5781.0,2276683.0,53.0
Sundress,Sundress,A$AP Rocky,"4,256",20.5,153078.0,26248264.0,80.0
But I Got A Beer In My Hand,But I Got A Beer In My Hand,Luke Bryan,"4,255",20.5,6175.0,3480683.0,53.0
No Friends In The Industry,Certified Lover Boy,Drake,"4,267",20.4,75763.0,15186307.0,62.0
Lahore Brand,Lahore Brand - Single,Mazhar Rahi,"4,278",20.4,17.0,211.0,14.0
Clouded,Fuck The World,Brent Faiyaz,"4,264",20.4,86180.0,14946584.0,75.0
Mua!,Mua!,Barracca Republic,"4,261",20.4,1.0,3.0,1.0
Day 'N' Nite (nightmare),Day 'N' Nite,Kid Cudi,"4,277",20.4,185976.0,32031700.0,64.0
Shootout,Shootout,Izzamuzzic,"4,276",20.4,36554.0,7213291.0,63.0
La kiffance,La kiffance,Naps,"4,271",20.4,45837.0,4034090.0,60.0
Tak Ingin Usai,Tak Ingin Usai,Keisya Levronka,"4,281",20.4,15498.0,5060429.0,63.0
VOID,VOID,Melanie Martinez,"4,259",20.4,17170.0,3091212.0,56.0
Lose It,Lose It,Through Fire,"4,273",20.4,311.0,34870.0,18.0
Mercury: Retrograde,Hexada,Ghostemane,"4,279",20.4,89320.0,8824592.0,66.0
Last Night Lonely,Last Night Lonely,Jon Pardi,"4,269",20.4,19072.0,2970003.0,65.0
breathin,Sweetener,Ariana Grande,"4,258",20.4,43387.0,15890645.0,64.0
Every Night,Volcano,Jungle,"4,270",20.4,1424.0,893924.0,49.0
Cracker Island (feat. Thundercat),Cracker Island (feat. Thundercat),Gorillaz,"4,263",20.4,40658.0,4088272.0,56.0
i'm so tired...,i'm so tired...,Lauv,"4,260",20.4,82322.0,17357820.0,66.0
Gata Only (Remix),Gata Only (Remix),FloyyMenor,"4,280",20.4,683.0,16135127.0,67.0
Bus 11 - John Falke Remix,Uyku EP (Remixes),Colouour,"4,314",20.3,38.0,1473.0,1.0
Love Galore,Love Galore,SZA,"4,313",20.3,105515.0,29991191.0,71.0
Takeaway,World Wide Joy...Takeaway,The Chainsmokers,"4,305",20.3,83848.0,18713760.0,64.0
Needed Me,ANTI (Deluxe),Rihanna,"4,308",20.3,155595.0,58419207.0,77.0
NUMB,?,XXXTENTACION,"4,304",20.3,76921.0,16933150.0,67.0
Aquel Nap ZzZz,VICE VERSA,Rauw Alejandro,"4,286",20.3,49800.0,5948309.0,65.0
Besos En Guerra,Besos En Guerra,Morat,"4,298",20.3,45274.0,17822590.0,71.0
Tucson Too Late,Bluebird Days,Jordan Davis,"4,288",20.3,4814.0,13753161.0,68.0
SWIPE,SWIPE - Single,ALYPH,"4,312",20.3,2946.0,205771.0,42.0
The Scientist,The Scientist,Coldplay,"4,294",20.3,239330.0,115908926.0,79.0
Butter Pecan,Butter Pecan,YNW Melly,"4,284",20.3,22493.0,1649415.0,49.0
DEUTSCHLAND,DEUTSCHLAND,Rammstein,"4,296",20.3,82329.0,13735008.0,71.0
Fazendinha,Bita e os Animais,Mundo Bita,"4,303",20.3,4912.0,1254932.0,58.0
SHOOTING STAR,SHOOTING STAR,XG,"4,311",20.3,14415.0,3931535.0,66.0
Ruper Jadu,Ruper Jadu,Alvee,"4,299",20.3,109.0,15834.0,19.0
Uff Mi Amor,Uff Mi Amor,Lauty Gram,"4,297",20.3,6073.0,830091.0,45.0
ALMAS GEMELAS,ALMAS GEMELAS - Single,Myke Towers,"4,285",20.3,55046.0,10046042.0,67.0
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,"4,287",20.3,37273.0,6180389.0,59.0
vice city,vice city,XXXTENTACION,"4,343",20.2,60104.0,6976080.0,64.0
Your Heart Or Mine,Mr. Saturday Night,Jon Pardi,"4,329",20.2,14019.0,7342329.0,69.0
Alors on danse,Clubland Vol. 5,Stromae,"4,315",20.2,186415.0,35955155.0,72.0
LosT,LosT - Single,Bring Me The Horizon,"4,325",20.2,25703.0,6529841.0,63.0
Check It Out,Check It Out,Parmish Verma,"4,341",20.2,7075.0,3974177.0,67.0
SOLO,SOLO,JENNIE,"4,339",20.2,39229.0,14905468.0,67.0
Good For You,Good For You,Selena Gomez,"4,342",20.2,49025.0,16106848.0,60.0
Jefe,Jefe,Ninho,"4,318",20.2,30813.0,3242257.0,61.0
Vamp Anthem,Whole Lotta Red,Playboi Carti,"4,332",20.2,103342.0,8912802.0,69.0
Small Town Boy,Small Town Boy,Dustin Lynch,"4,336",20.2,34123.0,5288629.0,61.0
do re mi,do re mi,blackbear,"4,335",20.2,78265.0,13525058.0,63.0
"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",The Offspring,"4,334",20.2,177742.0,38261812.0,77.0
Plug Walk,Plug Walk,Rich The Kid,"4,324",20.2,122994.0,17631951.0,62.0
RON COLA,SATURNO,Rauw Alejandro,"4,319",20.2,23633.0,7554457.0,60.0
Hide Away,Hide Away,Daya,"4,327",20.2,48491.0,27331765.0,76.0
Unsteady,The Reason EP,X Ambassadors,"4,344",20.2,87146.0,28385073.0,67.0
Fall in Love with You.,Fall in Love with You. - Single,Montell Fish,"4,320",20.2,67188.0,17442127.0,74.0
Chamber Of Reflection,Salad Days,Mac DeMarco,"4,321",20.2,201363.0,35839296.0,74.0
Watermelon Moonshine,Songs From Bell Bottom Country,Lainey Wilson,"4,338",20.2,17482.0,10666210.0,70.0
Tighten Up,Brothers (Deluxe Remastered Anniversary Edition),The Black Keys,"4,316",20.2,6774.0,776120.0,56.0
CAN'T SAY,ASTROWORLD,Travis Scott,"4,323",20.2,140105.0,19353049.0,72.0
Pursuit Of Happiness (nightmare),Man On the Moon: The End of Day,Kid Cudi,"4,330",20.2,189360.0,25658184.0,64.0
Do What I Want,The Perfect LUV Tape,Lil Uzi Vert,"4,337",20.2,52690.0,9510227.0,58.0
There I Go (feat. J. Cole & Mike WiLL Made-It),There I Go (feat. J. Cole & Mike WiLL Made-It),Gucci Mane,"4,328",20.2,10081.0,2873893.0,48.0
"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Sachin-Jigar,"4,369",20.1,1561.0,8640326.0,73.0
Hero,Hero,Alan Walker,"4,367",20.1,15631.0,7617886.0,59.0
Param Pom,Param Pom,TAIRA,"4,353",20.1,14.0,6337.0,7.0
JAGERMEISTER,Jagermeister (feat. 2woBunnies) - Single,Ice Beats Slide,"4,373",20.1,6522.0,537376.0,14.0
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,"4,368",20.1,52213.0,12089613.0,56.0
Over the Rainbow,Alone In Iz World,Israel Kamakawiwo'ole,"4,361",20.1,94038.0,14869138.0,68.0
Losin Control,Losin Control,Russ,"4,354",20.1,95048.0,19980635.0,66.0
Onana,Onana - Single,Jey One,"4,365",20.1,14419.0,2463819.0,64.0
Daechwita,D-2,Agust D,"4,375",20.1,26753.0,16233508.0,67.0
Como Si No Importara,Como Si No Importara,Emilia,"4,356",20.1,43893.0,6507466.0,62.0
Rags2Riches (feat. ATR Son Son),Pray 4 Love,Rod Wave,"4,366",20.1,35795.0,4556039.0,47.0
Quickie,Quickie,Moneybagg Yo,"4,347",20.1,25464.0,2214899.0,57.0
The Thin Grey Line,The Thin Grey Line,$uicideboy$,"4,360",20.1,1936.0,4325365.0,72.0
Alo,Alo,corwinn,"4,807",20.1,2.0,15.0,39.0
Desde Mis Ojos - Remix,Desde Mis Ojos (Remix),Chris Lebron,"4,351",20.1,25684.0,4403591.0,62.0
Who Is Your Guy? - Remix,Who Is Your Guy? (Remix),Spyro,"4,364",20.1,7097.0,1369988.0,55.0
Rover,Rover - The 3rd Mini Album - EP,KAI,"4,349",20.1,13457.0,5233416.0,64.0
Gentleman,Clubland 23,PSY,"4,357",20.1,25949.0,3520970.0,54.0
SUGAR,Big Swag,BROCKHAMPTON,"4,346",20.1,98352.0,18781944.0,63.0
Everybody Talks,Everybody Talks,Neon Trees,"4,359",20.1,170098.0,45773811.0,74.0
Pump It Up,Pump It Up,Endor,"4,386",20.0,130479.0,31491313.0,66.0
Standing Room Only,Standing Room Only,Tim McGraw,"4,388",20.0,4773.0,1659794.0,50.0
Shotta Flow,Shotta Flow,NLE Choppa,"4,379",20.0,58760.0,6584728.0,17.0
Baddest,Baddest,Yung Bleu,"4,391",20.0,21823.0,2831053.0,49.0
Cigarettes,Fighting Demons (Extended Edition),Juice WRLD,"4,381",20.0,70988.0,10942850.0,64.0
bad,0.1 flaws and all.,wave to earth,"4,377",20.0,21115.0,10469203.0,70.0
ISABELLE,ISABELLE,Sefo,"4,398",20.0,22248.0,2370123.0,53.0
Cure For Me,Cure For Me,AURORA,"4,392",20.0,48700.0,4015128.0,57.0
Pistoleta,Pistoleta,Olexesh,"4,397",20.0,3598.0,10031289.0,59.0
LOYALTY. FEAT. RIHANNA.,DAMN.,Kendrick Lamar,"4,380",20.0,101138.0,18743066.0,73.0
Endless Fashion (feat. Nicki Minaj),Endless Fashion (feat. Nicki Minaj),Lil Uzi Vert,"4,387",20.0,27448.0,5932034.0,59.0
Temporary pyar,Temporary pyar,Kaka,"4,390",20.0,4017.0,329185.0,53.0
AA,AA,Walker Hayes,"4,389",20.0,14613.0,2423704.0,53.0
Phir Bhi Tumko Chaahunga,Half Girlfriend,Mithoon,"4,378",20.0,13462.0,6604073.0,2.0
Passinho Debochado,Passinho Debochado,Dan Ventura,"4,384",20.0,9866.0,2234406.0,45.0
Go Hard,Go Hard - Single,Lil Baby,"4,394",20.0,32101.0,23637848.0,60.0
La La La (Brazil 2014),Shakira. (Deluxe Version),Shakira,"4,395",20.0,17633.0,2897643.0,55.0
i'm yours sped up,i'm yours,Isabel LaRosa,"4,410",19.9,34131.0,11352526.0,67.0
Summer of Love (Shawn Mendes & Tainy),Summer Of Love,Shawn Mendes,"4,406",19.9,43113.0,32173215.0,65.0
Embarrassed (feat. Travis Scott),Embarrassed (feat. Travis Scott),Don Toliver,"4,418",19.9,37394.0,7850736.0,63.0
Carrying Your Love,Carrying Your Love,David Morris,"4,399",19.9,10186.0,1379624.0,50.0
She Don't Give a Fo,"Trapgentina, Vol. 1",Duki,"4,409",19.9,74725.0,14234889.0,70.0
MODELITO,PARAISO,Mora,"4,402",19.9,39605.0,13944608.0,72.0
Would You (go to bed with me?),Would You (go to bed with me?),Campbell,"4,405",19.9,23298.0,16167031.0,71.0
Easy,The Plan,DaniLeigh,"4,403",19.9,7802.0,1222888.0,46.0
UNTOUCHABLE,BORN TO BE,ITZY,"4,422",19.9,3228.0,13953458.0,11.0
Dj Terompet Pemersatu Bangsa,Dj Terompet Pemersatu Bangsa,PAMOKHOL ID,"4,416",19.9,588.0,62520.0,25.0
YOSEMITE,ASTROWORLD,Travis Scott,"4,408",19.9,131213.0,18096403.0,68.0
Demasiadas Mujeres,Demasiadas Mujeres,C. Tangana,"4,423",19.9,75509.0,12398561.0,68.0
